prefix_family_id,prompt_id,vertical,memory_mode,total_input_tokens_estimated,exact_shared_prefix_tokens_estimated,variable_suffix_tokens_estimated,reusable_token_ratio_estimated,tokenizer,measurement_type
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0602,healthcare_admin,mm2_hybrid_top5,278,28,250,0.100719,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0603,healthcare_admin,mm2_hybrid_top5,294,28,266,0.095238,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0604,healthcare_admin,mm2_hybrid_top5,315,28,287,0.088889,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0605,healthcare_admin,mm2_hybrid_top5,289,28,261,0.096886,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0606,healthcare_admin,mm2_hybrid_top5,364,28,336,0.076923,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0607,healthcare_admin,mm2_hybrid_top5,331,28,303,0.084592,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0608,healthcare_admin,mm2_hybrid_top5,236,28,208,0.118644,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0609,healthcare_admin,mm2_hybrid_top5,321,28,293,0.087227,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0610,healthcare_admin,mm2_hybrid_top5,247,28,219,0.11336,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0611,healthcare_admin,mm2_hybrid_top5,327,28,299,0.085627,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0612,healthcare_admin,mm2_hybrid_top5,323,28,295,0.086687,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0613,healthcare_admin,mm2_hybrid_top5,329,28,301,0.085106,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0614,healthcare_admin,mm2_hybrid_top5,316,28,288,0.088608,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0615,healthcare_admin,mm2_hybrid_top5,246,28,218,0.113821,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0616,healthcare_admin,mm2_hybrid_top5,369,28,341,0.075881,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0617,healthcare_admin,mm2_hybrid_top5,331,28,303,0.084592,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0618,healthcare_admin,mm2_hybrid_top5,285,28,257,0.098246,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0619,healthcare_admin,mm2_hybrid_top5,354,28,326,0.079096,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0620,healthcare_admin,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0621,healthcare_admin,mm2_hybrid_top5,356,28,328,0.078652,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0622,healthcare_admin,mm2_hybrid_top5,367,28,339,0.076294,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0623,healthcare_admin,mm2_hybrid_top5,283,28,255,0.09894,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0624,healthcare_admin,mm2_hybrid_top5,274,28,246,0.10219,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0625,healthcare_admin,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0626,healthcare_admin,mm2_hybrid_top5,358,28,330,0.078212,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0627,healthcare_admin,mm2_hybrid_top5,279,28,251,0.100358,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0628,healthcare_admin,mm2_hybrid_top5,283,28,255,0.09894,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0629,healthcare_admin,mm2_hybrid_top5,283,28,255,0.09894,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0630,healthcare_admin,mm2_hybrid_top5,282,28,254,0.099291,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0631,healthcare_admin,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0632,healthcare_admin,mm2_hybrid_top5,340,28,312,0.082353,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0633,healthcare_admin,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0634,healthcare_admin,mm2_hybrid_top5,269,28,241,0.104089,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0635,healthcare_admin,mm2_hybrid_top5,298,28,270,0.09396,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0636,healthcare_admin,mm2_hybrid_top5,355,28,327,0.078873,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0637,healthcare_admin,mm2_hybrid_top5,339,28,311,0.082596,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0638,healthcare_admin,mm2_hybrid_top5,286,28,258,0.097902,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0639,healthcare_admin,mm2_hybrid_top5,323,28,295,0.086687,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0640,healthcare_admin,mm2_hybrid_top5,285,28,257,0.098246,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0641,healthcare_admin,mm2_hybrid_top5,362,28,334,0.077348,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0642,healthcare_admin,mm2_hybrid_top5,284,28,256,0.098592,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0643,healthcare_admin,mm2_hybrid_top5,287,28,259,0.097561,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0644,healthcare_admin,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0645,healthcare_admin,mm2_hybrid_top5,287,28,259,0.097561,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0646,healthcare_admin,mm2_hybrid_top5,281,28,253,0.099644,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0647,healthcare_admin,mm2_hybrid_top5,332,28,304,0.084337,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0648,healthcare_admin,mm2_hybrid_top5,284,28,256,0.098592,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0649,healthcare_admin,mm2_hybrid_top5,321,28,293,0.087227,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0650,healthcare_admin,mm2_hybrid_top5,287,28,259,0.097561,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0651,healthcare_admin,mm2_hybrid_top5,334,28,306,0.083832,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0652,healthcare_admin,mm2_hybrid_top5,339,28,311,0.082596,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0653,healthcare_admin,mm2_hybrid_top5,244,28,216,0.114754,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0654,healthcare_admin,mm2_hybrid_top5,329,28,301,0.085106,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0655,healthcare_admin,mm2_hybrid_top5,278,28,250,0.100719,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0656,healthcare_admin,mm2_hybrid_top5,331,28,303,0.084592,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0657,healthcare_admin,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0658,healthcare_admin,mm2_hybrid_top5,362,28,334,0.077348,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0659,healthcare_admin,mm2_hybrid_top5,274,28,246,0.10219,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0660,healthcare_admin,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0661,healthcare_admin,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0662,healthcare_admin,mm2_hybrid_top5,278,28,250,0.100719,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0663,healthcare_admin,mm2_hybrid_top5,289,28,261,0.096886,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0664,healthcare_admin,mm2_hybrid_top5,310,28,282,0.090323,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0665,healthcare_admin,mm2_hybrid_top5,287,28,259,0.097561,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0666,healthcare_admin,mm2_hybrid_top5,327,28,299,0.085627,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0667,healthcare_admin,mm2_hybrid_top5,285,28,257,0.098246,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0668,healthcare_admin,mm2_hybrid_top5,282,28,254,0.099291,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0669,healthcare_admin,mm2_hybrid_top5,319,28,291,0.087774,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0670,healthcare_admin,mm2_hybrid_top5,332,28,304,0.084337,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0671,healthcare_admin,mm2_hybrid_top5,317,28,289,0.088328,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0672,healthcare_admin,mm2_hybrid_top5,273,28,245,0.102564,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0673,healthcare_admin,mm2_hybrid_top5,294,28,266,0.095238,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0674,healthcare_admin,mm2_hybrid_top5,314,28,286,0.089172,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0675,healthcare_admin,mm2_hybrid_top5,321,28,293,0.087227,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0676,healthcare_admin,mm2_hybrid_top5,356,28,328,0.078652,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0677,healthcare_admin,mm2_hybrid_top5,287,28,259,0.097561,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0678,healthcare_admin,mm2_hybrid_top5,288,28,260,0.097222,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0679,healthcare_admin,mm2_hybrid_top5,279,28,251,0.100358,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0680,healthcare_admin,mm2_hybrid_top5,279,28,251,0.100358,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0681,healthcare_admin,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0682,healthcare_admin,mm2_hybrid_top5,331,28,303,0.084592,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0683,healthcare_admin,mm2_hybrid_top5,290,28,262,0.096552,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0684,healthcare_admin,mm2_hybrid_top5,276,28,248,0.101449,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0685,healthcare_admin,mm2_hybrid_top5,286,28,258,0.097902,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0686,healthcare_admin,mm2_hybrid_top5,289,28,261,0.096886,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0687,healthcare_admin,mm2_hybrid_top5,291,28,263,0.09622,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0688,healthcare_admin,mm2_hybrid_top5,331,28,303,0.084592,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0689,healthcare_admin,mm2_hybrid_top5,327,28,299,0.085627,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0690,healthcare_admin,mm2_hybrid_top5,317,28,289,0.088328,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0691,healthcare_admin,mm2_hybrid_top5,275,28,247,0.101818,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0692,healthcare_admin,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0693,healthcare_admin,mm2_hybrid_top5,312,28,284,0.089744,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0694,healthcare_admin,mm2_hybrid_top5,316,28,288,0.088608,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0695,healthcare_admin,mm2_hybrid_top5,314,28,286,0.089172,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0696,healthcare_admin,mm2_hybrid_top5,328,28,300,0.085366,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0697,healthcare_admin,mm2_hybrid_top5,278,28,250,0.100719,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0698,healthcare_admin,mm2_hybrid_top5,294,28,266,0.095238,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0699,healthcare_admin,mm2_hybrid_top5,315,28,287,0.088889,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0700,healthcare_admin,mm2_hybrid_top5,289,28,261,0.096886,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0701,healthcare_admin,mm2_hybrid_top5,364,28,336,0.076923,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0702,healthcare_admin,mm2_hybrid_top5,331,28,303,0.084592,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0703,healthcare_admin,mm2_hybrid_top5,236,28,208,0.118644,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0704,healthcare_admin,mm2_hybrid_top5,321,28,293,0.087227,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0705,healthcare_admin,mm2_hybrid_top5,247,28,219,0.11336,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0706,healthcare_admin,mm2_hybrid_top5,327,28,299,0.085627,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0707,healthcare_admin,mm2_hybrid_top5,323,28,295,0.086687,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0708,healthcare_admin,mm2_hybrid_top5,329,28,301,0.085106,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0709,healthcare_admin,mm2_hybrid_top5,316,28,288,0.088608,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0710,healthcare_admin,mm2_hybrid_top5,246,28,218,0.113821,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0711,healthcare_admin,mm2_hybrid_top5,369,28,341,0.075881,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0712,healthcare_admin,mm2_hybrid_top5,331,28,303,0.084592,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0713,healthcare_admin,mm2_hybrid_top5,285,28,257,0.098246,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0714,healthcare_admin,mm2_hybrid_top5,354,28,326,0.079096,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0715,healthcare_admin,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0716,healthcare_admin,mm2_hybrid_top5,356,28,328,0.078652,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0717,healthcare_admin,mm2_hybrid_top5,367,28,339,0.076294,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0718,healthcare_admin,mm2_hybrid_top5,283,28,255,0.09894,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0719,healthcare_admin,mm2_hybrid_top5,274,28,246,0.10219,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0720,healthcare_admin,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0721,healthcare_admin,mm2_hybrid_top5,358,28,330,0.078212,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0722,healthcare_admin,mm2_hybrid_top5,279,28,251,0.100358,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0723,healthcare_admin,mm2_hybrid_top5,283,28,255,0.09894,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0724,healthcare_admin,mm2_hybrid_top5,283,28,255,0.09894,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0725,healthcare_admin,mm2_hybrid_top5,282,28,254,0.099291,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0726,healthcare_admin,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0727,healthcare_admin,mm2_hybrid_top5,340,28,312,0.082353,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0728,healthcare_admin,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0729,healthcare_admin,mm2_hybrid_top5,269,28,241,0.104089,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0730,healthcare_admin,mm2_hybrid_top5,298,28,270,0.09396,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0731,healthcare_admin,mm2_hybrid_top5,355,28,327,0.078873,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0732,healthcare_admin,mm2_hybrid_top5,339,28,311,0.082596,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0733,healthcare_admin,mm2_hybrid_top5,286,28,258,0.097902,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0734,healthcare_admin,mm2_hybrid_top5,323,28,295,0.086687,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0735,healthcare_admin,mm2_hybrid_top5,285,28,257,0.098246,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0736,healthcare_admin,mm2_hybrid_top5,362,28,334,0.077348,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0737,healthcare_admin,mm2_hybrid_top5,284,28,256,0.098592,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0738,healthcare_admin,mm2_hybrid_top5,287,28,259,0.097561,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0739,healthcare_admin,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0740,healthcare_admin,mm2_hybrid_top5,287,28,259,0.097561,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0741,healthcare_admin,mm2_hybrid_top5,281,28,253,0.099644,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0742,healthcare_admin,mm2_hybrid_top5,332,28,304,0.084337,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0743,healthcare_admin,mm2_hybrid_top5,284,28,256,0.098592,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0744,healthcare_admin,mm2_hybrid_top5,321,28,293,0.087227,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0745,healthcare_admin,mm2_hybrid_top5,287,28,259,0.097561,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0746,healthcare_admin,mm2_hybrid_top5,334,28,306,0.083832,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0747,healthcare_admin,mm2_hybrid_top5,339,28,311,0.082596,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0748,healthcare_admin,mm2_hybrid_top5,244,28,216,0.114754,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0749,healthcare_admin,mm2_hybrid_top5,329,28,301,0.085106,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0750,healthcare_admin,mm2_hybrid_top5,278,28,250,0.100719,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0751,healthcare_admin,mm2_hybrid_top5,331,28,303,0.084592,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0752,healthcare_admin,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0753,healthcare_admin,mm2_hybrid_top5,362,28,334,0.077348,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0754,healthcare_admin,mm2_hybrid_top5,274,28,246,0.10219,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0755,healthcare_admin,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0756,healthcare_admin,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0757,healthcare_admin,mm2_hybrid_top5,278,28,250,0.100719,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0758,healthcare_admin,mm2_hybrid_top5,289,28,261,0.096886,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0759,healthcare_admin,mm2_hybrid_top5,310,28,282,0.090323,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0760,healthcare_admin,mm2_hybrid_top5,287,28,259,0.097561,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0761,healthcare_admin,mm2_hybrid_top5,327,28,299,0.085627,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0762,healthcare_admin,mm2_hybrid_top5,285,28,257,0.098246,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0763,healthcare_admin,mm2_hybrid_top5,282,28,254,0.099291,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0764,healthcare_admin,mm2_hybrid_top5,319,28,291,0.087774,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0765,healthcare_admin,mm2_hybrid_top5,332,28,304,0.084337,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0766,healthcare_admin,mm2_hybrid_top5,317,28,289,0.088328,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0767,healthcare_admin,mm2_hybrid_top5,273,28,245,0.102564,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,healthcare_admin_scaleup_2000_0768,healthcare_admin,mm2_hybrid_top5,294,28,266,0.095238,repo_regex_tokenizer_v1,estimated
